iter	Passed	Remaining
567	1286	978
568	1288	976
569	1290	973
570	1292	971
571	1294	968
572	1297	966
573	1298	963
574	1300	961
575	1302	958
576	1304	956
577	1306	953
578	1308	951
579	1310	948
580	1312	946
581	1314	943
582	1316	941
583	1318	938
584	1320	936
585	1322	934
586	1324	932
587	1327	929
588	1328	927
589	1330	924
590	1332	922
591	1334	919
592	1336	917
593	1338	914
594	1340	912
595	1342	909
596	1343	907
597	1345	904
598	1347	902
599	1349	899
600	1351	897
601	1353	894
602	1355	892
603	1357	889
604	1359	887
605	1361	884
606	1362	882
607	1364	879
608	1366	877
609	1368	875
610	1370	872
611	1372	870
612	1374	867
613	1376	865
614	1378	862
615	1380	860
616	1382	858
617	1384	855
618	1386	853
619	1388	850
620	1390	848
621	1392	846
622	1393	843
623	1395	840
624	1397	838
625	1399	836
626	1401	833
627	1403	831
628	1405	828
629	1407	826
630	1408	823
631	1410	821
632	1412	819
633	1415	816
634	1417	814
635	1419	812
636	1421	809
637	1423	807
638	1425	805
639	1426	802
640	1428	800
641	1430	797
642	1432	795
643	1434	793
644	1436	790
645	1438	788
646	1440	785
647	1442	783
648	1444	781
649	1446	778
650	1448	776
651	1450	774
652	1452	771
653	1453	769
654	1455	766
655	1457	764
656	1459	761
657	1461	759
658	1463	757
659	1465	754
660	1467	752
661	1469	750
662	1471	747
663	1472	745
664	1474	742
665	1476	740
666	1478	738
667	1480	735
668	1482	733
669	1484	731
670	1486	728
671	1488	726
672	1490	724
673	1492	722
674	1494	719
675	1496	717
676	1498	715
677	1500	712
678	1502	710
679	1503	707
680	1505	705
681	1507	703
682	1509	700
683	1511	698
684	1513	696
685	1515	693
686	1517	691
687	1519	688
688	1521	686
689	1523	684
690	1525	681
691	1527	679
692	1529	677
693	1530	675
694	1532	672
695	1534	670
696	1535	667
697	1537	665
698	1539	663
699	1541	660
700	1543	658
701	1545	656
702	1547	653
703	1549	651
704	1550	648
705	1552	646
706	1554	644
707	1556	642
708	1558	639
709	1560	637
710	1562	635
711	1563	632
712	1565	630
713	1567	627
714	1569	625
715	1571	623
716	1573	621
717	1575	618
718	1577	616
719	1579	614
720	1581	611
721	1583	609
722	1585	607
723	1587	605
724	1589	603
725	1591	600
726	1593	598
727	1595	595
728	1596	593
729	1598	591
730	1600	589
731	1602	586
732	1604	584
733	1606	582
734	1608	579
735	1610	577
736	1611	575
737	1613	572
738	1616	570
739	1618	568
740	1619	566
741	1621	563
742	1623	561
743	1625	559
744	1627	556
745	1629	554
746	1631	552
747	1633	550
748	1635	547
749	1637	545
750	1638	543
751	1640	541
752	1642	538
753	1644	536
754	1646	534
755	1648	531
756	1650	529
757	1652	527
758	1653	525
759	1655	522
760	1657	520
761	1659	518
762	1661	516
763	1663	513
764	1665	511
765	1667	509
766	1669	507
767	1671	504
768	1672	502
769	1674	500
770	1676	497
771	1678	495
772	1680	493
773	1682	491
774	1684	488
775	1685	486
776	1687	484
777	1689	481
778	1690	479
779	1692	477
780	1694	475
781	1696	472
782	1698	470
783	1700	468
784	1701	466
785	1703	463
786	1705	461
787	1706	459
788	1708	457
789	1710	454
790	1712	452
791	1714	450
792	1716	448
793	1718	445
794	1719	443
795	1721	441
796	1723	439
797	1725	436
798	1727	434
799	1729	432
800	1731	430
801	1732	427
802	1734	425
803	1736	423
804	1737	420
805	1739	418
806	1741	416
807	1743	414
808	1745	412
809	1747	409
810	1748	407
811	1750	405
812	1752	403
813	1754	400
814	1756	398
815	1758	396
816	1760	394
817	1761	391
818	1763	389
819	1765	387
820	1766	385
821	1768	382
822	1770	380
823	1772	378
824	1774	376
825	1776	374
826	1777	371
827	1779	369
828	1781	367
829	1783	365
830	1784	363
831	1787	360
832	1788	358
833	1790	356
834	1792	354
835	1794	351
836	1795	349
837	1797	347
838	1799	345
839	1801	343
840	1803	340
841	1804	338
842	1806	336
843	1808	334
844	1810	332
845	1811	329
846	1813	327
847	1815	325
848	1817	323
849	1819	321
850	1821	318
851	1823	316
852	1825	314
853	1826	312
854	1828	310
855	1830	307
856	1832	305
857	1833	303
858	1835	301
859	1838	299
860	1839	296
861	1841	294
862	1842	292
863	1844	290
864	1846	288
865	1848	286
866	1850	283
867	1852	281
868	1854	279
869	1855	277
870	1857	275
871	1859	272
872	1861	270
873	1863	268
874	1865	266
875	1867	264
876	1869	262
877	1870	259
878	1872	257
879	1873	255
880	1875	253
881	1877	251
882	1879	249
883	1881	246
884	1883	244
885	1885	242
886	1886	240
887	1888	238
888	1889	235
889	1891	233
890	1893	231
891	1895	229
892	1897	227
893	1899	225
894	1901	223
895	1902	220
896	1904	218
897	1906	216
898	1907	214
899	1909	212
900	1911	210
901	1913	207
902	1915	205
903	1917	203
904	1918	201
905	1920	199
906	1922	197
907	1924	194
908	1926	192
909	1928	190
910	1930	188
911	1932	186
912	1933	184
913	1935	182
914	1937	179
915	1939	177
916	1941	175
917	1943	173
918	1945	171
919	1946	169
920	1948	167
921	1950	164
922	1951	162
923	1953	160
924	1955	158
925	1957	156
926	1958	154
927	1960	152
928	1962	149
929	1963	147
930	1965	145
931	1967	143
932	1968	141
933	1970	139
934	1972	137
935	1974	134
936	1976	132
937	1977	130
938	1979	128
939	1980	126
940	1982	124
941	1984	122
942	1986	120
943	1988	117
944	1989	115
945	1991	113
946	1993	111
947	1994	109
948	1996	107
949	1998	105
950	2000	103
951	2001	100
952	2003	98
953	2005	96
954	2007	94
955	2009	92
956	2010	90
957	2012	88
958	2014	86
959	2015	83
960	2017	81
961	2019	79
962	2021	77
963	2023	75
964	2024	73
965	2026	71
966	2028	69
967	2029	67
968	2031	64
969	2033	62
970	2035	60
971	2036	58
972	2038	56
973	2040	54
974	2041	52
975	2043	50
976	2045	48
977	2046	46
978	2048	43
979	2050	41
980	2052	39
981	2054	37
982	2055	35
983	2057	33
984	2059	31
985	2060	29
986	2062	27
987	2064	25
988	2066	22
989	2068	20
990	2069	18
991	2071	16
992	2073	14
993	2074	12
994	2076	10
995	2078	8
996	2080	6
997	2081	4
998	2083	2
999	2085	0
